品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
あじ,2810.0,1Kg,5500,0,230,福岡  和歌山  他,令和4年4月12日（火）,suiexcel-8.xlsx
さば,1986.0,1Kg,1700,0,200,富山  千葉  他,令和4年4月12日（火）,suiexcel-8.xlsx
まいわし,2091.0,1Kg,270,0,150,石川  他,令和4年4月12日（火）,suiexcel-8.xlsx
養成ぶり,365.0,1kg,1650,0,750,愛媛  大分  他,令和4年4月12日（火）,suiexcel-8.xlsx
かつお,2172.0,1Kg,1100,0,340,鹿児島  宮崎  他,令和4年4月12日（火）,suiexcel-8.xlsx
養成まだい,3355.0,1kg,1350,0,300,愛媛  他,令和4年4月12日（火）,suiexcel-8.xlsx
さわら,1515.0,1Kg,1000,0,432,愛媛  韓国  他,令和4年4月12日（火）,suiexcel-8.xlsx
かれい,1657.0,1kg,5000,0,200,青森  鳥取  他,令和4年4月12日（火）,suiexcel-8.xlsx
養成はまち,373.0,1kg,1620,0,1150,徳島  愛媛  他,令和4年4月12日（火）,suiexcel-8.xlsx
養成かんぱち,856.0,1Kg,1782,0,1250,愛媛  鹿児島  他,令和4年4月12日（火）,suiexcel-8.xlsx
さけ,1893.0,1Kg,2350,0,850,ｶﾅﾀﾞ  ﾉﾙｳｪｰ  他,令和4年4月12日（火）,suiexcel-8.xlsx
たこ,179.0,1Kg,3672,3672,1650,岩手  徳島  他,令和4年4月12日（火）,suiexcel-8.xlsx
はまぐり,258.0,1Kg,2160,0,300,千葉  中国  他,令和4年4月12日（火）,suiexcel-8.xlsx
しじみ,760.0,1Kg,1500,0,648,島根  他,令和4年4月12日（火）,suiexcel-8.xlsx
あさり,1061.0,1Kg,1296,0,432,中国  熊本  他,令和4年4月12日（火）,suiexcel-8.xlsx
ほたて貝,890.0,1Kg,6220,0,324,北海道  他,令和4年4月12日（火）,suiexcel-8.xlsx
冷凍もんごいか,498.0,1Kg,3240,2800,648,ﾓﾛｯｺ  ｵﾏｰﾝ  他,令和4年4月12日（火）,suiexcel-8.xlsx
冷凍たこ,50.0,1Kg,2592,1944,648,ﾓﾛｯｺ  他,令和4年4月12日（火）,suiexcel-8.xlsx
冷凍えび,1820.0,1Kg,4860,1458,648,ｲﾝﾄﾞ  他,令和4年4月12日（火）,suiexcel-8.xlsx
塩さば,2381.0,1Kg,780,486,324,千葉  ﾉﾙｳｪｰ  他,令和4年4月12日（火）,suiexcel-8.xlsx
塩さけ,1868.0,1kg,1450,0,530,ﾁﾘ  他,令和4年4月12日（火）,suiexcel-8.xlsx
塩すけそうこ,350.0,1kg,7500,0,1000,大阪  他,令和4年4月12日（火）,suiexcel-8.xlsx
開干さんま,201.0,1Kg,1944,1900,1404,北海道  他,令和4年4月12日（火）,suiexcel-8.xlsx
開干あじ,741.0,1kg,1620,0,110,長崎  他,令和4年4月12日（火）,suiexcel-8.xlsx
若干かれい,200.0,1Kg,1620,0,864,島根  他,令和4年4月12日（火）,suiexcel-8.xlsx
ちりめん,586.0,1Kg,2000,0,500,兵庫  大分  他,令和4年4月12日（火）,suiexcel-8.xlsx
なまりぶし,88.0,1Kg,1600,1080,620,静岡  他,令和4年4月12日（火）,suiexcel-8.xlsx
ほたるいか,1464.0,1kg,3750,0,540,兵庫  富山  他,令和4年4月12日（火）,suiexcel-8.xlsx
くろまぐろ,659.0,1kg,3240,3132,2300,長崎  他,令和4年4月14日（木）,suiexcel-9.xlsx
きわだ,1188.0,1kg,2800,1404,800,沖縄  和歌山  他,令和4年4月14日（木）,suiexcel-9.xlsx
あじ,2827.0,1kg,5500,0,200,三重  和歌山  他,令和4年4月14日（木）,suiexcel-9.xlsx
さば,2204.0,1kg,5200,0,200,富山  千葉  他,令和4年4月14日（木）,suiexcel-9.xlsx
まいわし,1620.0,1kg,270,0,120,石川  他,令和4年4月14日（木）,suiexcel-9.xlsx
養成ぶり,357.0,1kg,1650,0,900,愛媛  大分  他,令和4年4月14日（木）,suiexcel-9.xlsx
かつお,2042.0,1kg,1100,0,324,新潟  宮崎  他,令和4年4月14日（木）,suiexcel-9.xlsx
養成まだい,4893.0,1kg,1350,0,540,愛媛  他,令和4年4月14日（木）,suiexcel-9.xlsx
さわら,1179.0,1kg,1000,0,648,和歌山  韓国  他,令和4年4月14日（木）,suiexcel-9.xlsx
かれい,2248.0,1kg,2270,0,108,青森  鳥取  他,令和4年4月14日（木）,suiexcel-9.xlsx
養成はまち,664.0,1kg,1620,0,1150,徳島  愛媛  他,令和4年4月14日（木）,suiexcel-9.xlsx
養成かんぱち,1155.0,1kg,2310,0,1250,愛媛  鹿児島  他,令和4年4月14日（木）,suiexcel-9.xlsx
さけ,1792.0,1kg,2052,0,600,ﾉﾙｳｪｰ  ｶﾅﾀﾞ  他,令和4年4月14日（木）,suiexcel-9.xlsx
たこ,233.0,1kg,3040,0,1100,兵庫  岩手  他,令和4年4月14日（木）,suiexcel-9.xlsx
はまぐり,276.0,1kg,3240,0,300,千葉  中国  他,令和4年4月14日（木）,suiexcel-9.xlsx
しじみ,645.0,1kg,1440,0,648,島根  他,令和4年4月14日（木）,suiexcel-9.xlsx
あさり,1197.0,1kg,1296,0,378,中国  熊本  他,令和4年4月14日（木）,suiexcel-9.xlsx
ほたて貝,1064.0,1kg,6220,0,324,北海道  他,令和4年4月14日（木）,suiexcel-9.xlsx
冷凍もんごいか,450.0,1kg,3240,2650,648,ﾓﾛｯｺ  ｵﾏｰﾝ  他,令和4年4月14日（木）,suiexcel-9.xlsx
冷凍たこ,40.0,1kg,2592,1944,648,ﾓﾛｯｺ  他,令和4年4月14日（木）,suiexcel-9.xlsx
冷凍えび,1419.0,1kg,15000,1458,648,ｲﾝﾄﾞ  他,令和4年4月14日（木）,suiexcel-9.xlsx
塩さば,2208.0,1kg,750,540,400,千葉  ﾉﾙｳｪｰ  他,令和4年4月14日（木）,suiexcel-9.xlsx
塩さけ,328.0,1kg,1450,0,1300,ﾁﾘ  他,令和4年4月14日（木）,suiexcel-9.xlsx
塩すけそうこ,378.0,1kg,2000,0,800,大阪  他,令和4年4月14日（木）,suiexcel-9.xlsx
開干さんま,205.0,1kg,1944,1900,1404,北海道  他,令和4年4月14日（木）,suiexcel-9.xlsx
開干あじ,596.0,1kg,1620,0,620,長崎  他,令和4年4月14日（木）,suiexcel-9.xlsx
若干かれい,100.0,1kg,2160,0,864,島根  他,令和4年4月14日（木）,suiexcel-9.xlsx
ちりめん,250.0,1kg,1620,0,864,兵庫  他,令和4年4月14日（木）,suiexcel-9.xlsx
なまりぶし,53.0,1kg,4000,1080,800,静岡  他,令和4年4月14日（木）,suiexcel-9.xlsx
ほたるいか,1764.0,1kg,3130,0,420,兵庫  富山  他,令和4年4月14日（木）,suiexcel-9.xlsx
くろまぐろ,400.0,1kg,3240,3132,2970,長崎  他,令和4年4月15日（金）,suiexcel-10.xlsx
きわだ,997.0,1kg,2800,1296,200,和歌山  沖縄  他,令和4年4月15日（金）,suiexcel-10.xlsx
あじ,1667.0,1kg,5500,0,180,和歌山  三重  他,令和4年4月15日（金）,suiexcel-10.xlsx
さば,1039.0,1kg,1700,0,210,富山  千葉  他,令和4年4月15日（金）,suiexcel-10.xlsx
まいわし,1663.0,1kg,216,0,100,石川  他,令和4年4月15日（金）,suiexcel-10.xlsx
養成ぶり,185.0,1kg,1650,0,1080,大分  愛媛  他,令和4年4月15日（金）,suiexcel-10.xlsx
かつお,2076.0,1kg,1100,0,300,鹿児島  宮崎  他,令和4年4月15日（金）,suiexcel-10.xlsx
養成まだい,5489.0,1kg,1350,0,540,愛媛  他,令和4年4月15日（金）,suiexcel-10.xlsx
さわら,982.0,1kg,1000,0,700,韓国  新潟  他,令和4年4月15日（金）,suiexcel-10.xlsx
かれい,515.0,1kg,4000,0,108,鳥取  青森  他,令和4年4月15日（金）,suiexcel-10.xlsx
養成はまち,440.0,1kg,1620,0,1270,徳島  愛媛  他,令和4年4月15日（金）,suiexcel-10.xlsx
養成かんぱち,1073.0,1kg,1860,0,1250,愛媛  鹿児島  他,令和4年4月15日（金）,suiexcel-10.xlsx
さけ,2063.0,1kg,2250,0,1000,ｶﾅﾀﾞ  ﾉﾙｳｪｰ  他,令和4年4月15日（金）,suiexcel-10.xlsx
たこ,59.0,1kg,3456,0,1400,兵庫  岩手  他,令和4年4月15日（金）,suiexcel-10.xlsx
はまぐり,302.0,1kg,2916,0,300,千葉  中国  他,令和4年4月15日（金）,suiexcel-10.xlsx
しじみ,768.0,1kg,1300,0,432,島根  他,令和4年4月15日（金）,suiexcel-10.xlsx
あさり,912.0,1kg,1620,0,378,中国  熊本  他,令和4年4月15日（金）,suiexcel-10.xlsx
ほたて貝,1009.0,1kg,6220,0,324,北海道  他,令和4年4月15日（金）,suiexcel-10.xlsx
冷凍もんごいか,430.0,1kg,3240,1512,648,ﾓﾛｯｺ  他,令和4年4月15日（金）,suiexcel-10.xlsx
冷凍たこ,40.0,1kg,2592,1944,648,ﾓﾛｯｺ  他,令和4年4月15日（金）,suiexcel-10.xlsx
冷凍えび,1452.0,1kg,4860,1458,648,ｲﾝﾄﾞ  他,令和4年4月15日（金）,suiexcel-10.xlsx
塩さば,3044.0,1kg,730,486,324,千葉  ﾉﾙｳｪｰ  他,令和4年4月15日（金）,suiexcel-10.xlsx
塩さけ,2252.0,1kg,1728,1620,900,ﾁﾘ  ﾛｼｱ  他,令和4年4月15日（金）,suiexcel-10.xlsx
塩すけそうこ,269.0,1kg,2300,0,800,大阪  他,令和4年4月15日（金）,suiexcel-10.xlsx
開干さんま,205.0,1kg,1944,1900,1404,北海道  他,令和4年4月15日（金）,suiexcel-10.xlsx
開干あじ,328.0,1kg,1620,0,110,長崎  他,令和4年4月15日（金）,suiexcel-10.xlsx
若干かれい,100.0,1kg,2160,0,864,島根  他,令和4年4月15日（金）,suiexcel-10.xlsx
ちりめん,1514.0,1kg,2310,0,400,兵庫  大分  他,令和4年4月15日（金）,suiexcel-10.xlsx
なまりぶし,94.0,1kg,1800,0,950,静岡  他,令和4年4月15日（金）,suiexcel-10.xlsx
ほたるいか,780.0,1kg,7800,0,500,富山  兵庫  他,令和4年4月15日（金）,suiexcel-10.xlsx
くろまぐろ,657.0,1kg,3294,3186,3078,長崎  他,令和4年4月16日（土）,suiexcel-11.xlsx
きわだ,795.0,1kg,2900,1404,600,沖縄  静岡  他,令和4年4月16日（土）,suiexcel-11.xlsx
あじ,843.0,1kg,5500,0,250,和歌山  高知  他,令和4年4月16日（土）,suiexcel-11.xlsx
さば,2222.0,1kg,1700,0,200,高知  千葉  他,令和4年4月16日（土）,suiexcel-11.xlsx
まいわし,1472.0,1kg,270,0,150,石川  他,令和4年4月16日（土）,suiexcel-11.xlsx
養成ぶり,439.0,1kg,1650,0,750,愛媛  大分  他,令和4年4月16日（土）,suiexcel-11.xlsx
かつお,3499.0,1kg,1100,0,250,鹿児島  宮崎  他,令和4年4月16日（土）,suiexcel-11.xlsx
養成まだい,4131.0,1kg,1350,0,230,愛媛  他,令和4年4月16日（土）,suiexcel-11.xlsx
さわら,1092.0,1kg,1300,0,600,神奈川  韓国  他,令和4年4月16日（土）,suiexcel-11.xlsx
かれい,488.0,1kg,3000,0,432,鳥取  青森  他,令和4年4月16日（土）,suiexcel-11.xlsx
養成はまち,1581.0,1kg,1620,0,1300,愛媛  徳島  他,令和4年4月16日（土）,suiexcel-11.xlsx
養成かんぱち,1603.0,1kg,1782,0,1340,愛媛  鹿児島  他,令和4年4月16日（土）,suiexcel-11.xlsx
さけ,2833.0,1kg,2000,0,1000,ｶﾅﾀﾞ  ﾉﾙｳｪｰ  他,令和4年4月16日（土）,suiexcel-11.xlsx
たこ,92.0,1kg,3888,0,950,岩手  他,令和4年4月16日（土）,suiexcel-11.xlsx
はまぐり,265.0,1kg,2916,1200,864,千葉  中国  他,令和4年4月16日（土）,suiexcel-11.xlsx
しじみ,778.0,1kg,1360,0,648,島根  他,令和4年4月16日（土）,suiexcel-11.xlsx
あさり,981.0,1kg,1296,0,378,中国  熊本  他,令和4年4月16日（土）,suiexcel-11.xlsx
ほたて貝,1660.0,1kg,6220,0,250,北海道  他,令和4年4月16日（土）,suiexcel-11.xlsx
冷凍もんごいか,370.0,1kg,3240,1512,648,ﾓﾛｯｺ  他,令和4年4月16日（土）,suiexcel-11.xlsx
冷凍たこ,40.0,1kg,2592,1944,648,ﾓﾛｯｺ  他,令和4年4月16日（土）,suiexcel-11.xlsx
冷凍えび,1371.0,1kg,4860,1458,648,ｲﾝﾄﾞ  他,令和4年4月16日（土）,suiexcel-11.xlsx
塩さば,3458.0,1kg,1230,540,410,千葉  ﾉﾙｳｪｰ  他,令和4年4月16日（土）,suiexcel-11.xlsx
塩さけ,2312.0,1kg,1950,0,830,ﾁﾘ  他,令和4年4月16日（土）,suiexcel-11.xlsx
塩すけそうこ,442.0,1kg,2376,1620,900,ｱﾒﾘｶ  大阪  他,令和4年4月16日（土）,suiexcel-11.xlsx
開干さんま,218.0,1kg,1944,0,750,北海道  他,令和4年4月16日（土）,suiexcel-11.xlsx
開干あじ,327.0,1kg,1620,0,620,長崎  他,令和4年4月16日（土）,suiexcel-11.xlsx
若干かれい,200.0,1kg,1620,0,864,島根  他,令和4年4月16日（土）,suiexcel-11.xlsx
ちりめん,787.0,1kg,2000,0,1050,兵庫  大分  他,令和4年4月16日（土）,suiexcel-11.xlsx
なまりぶし,56.0,1kg,12250,1080,950,静岡  他,令和4年4月16日（土）,suiexcel-11.xlsx
ほたるいか,775.0,1kg,3000,0,500,兵庫  富山  他,令和4年4月16日（土）,suiexcel-11.xlsx
くろまぐろ,400.0,1kg,3240,3132,2916,長崎  他,令和4年4月18日（月）,suiexcel-12.xlsx
きわだ,809.0,1kg,2700,1296,864,宮城  沖縄  他,令和4年4月18日（月）,suiexcel-12.xlsx
あじ,1022.0,1kg,5000,0,300,長崎  和歌山  他,令和4年4月18日（月）,suiexcel-12.xlsx
さば,2154.0,1kg,3680,0,120,千葉  石川  他,令和4年4月18日（月）,suiexcel-12.xlsx
まいわし,1458.0,1kg,270,0,162,石川  他,令和4年4月18日（月）,suiexcel-12.xlsx
養成ぶり,249.0,1kg,1650,0,1080,大分  愛媛  他,令和4年4月18日（月）,suiexcel-12.xlsx
かつお,1732.0,1kg,1050,0,380,高知  宮崎  他,令和4年4月18日（月）,suiexcel-12.xlsx
養成まだい,5168.0,1kg,1350,0,240,愛媛  他,令和4年4月18日（月）,suiexcel-12.xlsx
さわら,2190.0,1kg,1200,0,756,和歌山  韓国  他,令和4年4月18日（月）,suiexcel-12.xlsx
かれい,964.0,1kg,2500,0,300,青森  鳥取  他,令和4年4月18日（月）,suiexcel-12.xlsx
養成はまち,677.0,1kg,1620,0,800,徳島  愛媛  他,令和4年4月18日（月）,suiexcel-12.xlsx
養成かんぱち,1289.0,1kg,2060,0,1250,鹿児島  愛媛  他,令和4年4月18日（月）,suiexcel-12.xlsx
さけ,2000.0,1kg,2400,0,1000,ｶﾅﾀﾞ  ﾉﾙｳｪｰ  他,令和4年4月18日（月）,suiexcel-12.xlsx
たこ,161.0,1kg,3000,1728,800,岩手  兵庫  他,令和4年4月18日（月）,suiexcel-12.xlsx
はまぐり,305.0,1kg,2916,1500,864,千葉  中国  他,令和4年4月18日（月）,suiexcel-12.xlsx
しじみ,558.0,1kg,1360,0,550,島根  他,令和4年4月18日（月）,suiexcel-12.xlsx
あさり,1306.0,1kg,1650,0,432,中国  熊本  他,令和4年4月18日（月）,suiexcel-12.xlsx
ほたて貝,687.0,1kg,6220,0,324,北海道  他,令和4年4月18日（月）,suiexcel-12.xlsx
冷凍もんごいか,590.0,1kg,3240,2650,648,ﾓﾛｯｺ  ｵﾏｰﾝ  他,令和4年4月18日（月）,suiexcel-12.xlsx
冷凍たこ,50.0,1kg,2592,1944,648,ﾓﾛｯｺ  他,令和4年4月18日（月）,suiexcel-12.xlsx
冷凍えび,1704.0,1kg,4860,1458,648,ｲﾝﾄﾞ  他,令和4年4月18日（月）,suiexcel-12.xlsx
塩さば,4716.0,1kg,800,486,250,ﾉﾙｳｪｰ  千葉  他,令和4年4月18日（月）,suiexcel-12.xlsx
塩さけ,2314.0,1kg,2450,0,1000,ﾁﾘ  他,令和4年4月18日（月）,suiexcel-12.xlsx
塩すけそうこ,887.0,1kg,2268,0,800,ｱﾒﾘｶ  大阪  他,令和4年4月18日（月）,suiexcel-12.xlsx
開干さんま,200.0,1kg,1944,0,1404,北海道  他,令和4年4月18日（月）,suiexcel-12.xlsx
開干あじ,222.0,1kg,1620,750,750,長崎  他,令和4年4月18日（月）,suiexcel-12.xlsx
若干かれい,276.0,1kg,2376,1350,864,島根  他,令和4年4月18日（月）,suiexcel-12.xlsx
ちりめん,1094.0,1kg,2310,0,864,大分  兵庫  他,令和4年4月18日（月）,suiexcel-12.xlsx
なまりぶし,29.0,1kg,1600,0,1050,静岡  他,令和4年4月18日（月）,suiexcel-12.xlsx
ほたるいか,884.0,1kg,4440,0,500,兵庫  富山  他,令和4年4月18日（月）,suiexcel-12.xlsx
くろまぐろ,400.0,1kg,3240,3132,2700,長崎  他,令和4年4月19日（火）,suiexcel-13.xlsx
きわだ,259.0,1kg,2800,2100,1296,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和4年4月19日（火）,suiexcel-13.xlsx
あじ,1372.0,1kg,5500,0,160,徳島  和歌山  他,令和4年4月19日（火）,suiexcel-13.xlsx
さば,1892.0,1kg,3060,0,200,千葉  石川  他,令和4年4月19日（火）,suiexcel-13.xlsx
まいわし,2214.0,1kg,220,0,108,石川  他,令和4年4月19日（火）,suiexcel-13.xlsx
養成ぶり,268.0,1kg,1650,0,1080,愛媛  他,令和4年4月19日（火）,suiexcel-13.xlsx
かつお,3742.0,1kg,1300,0,324,鹿児島  宮崎  他,令和4年4月19日（火）,suiexcel-13.xlsx
養成まだい,5368.0,1kg,1350,0,300,愛媛  他,令和4年4月19日（火）,suiexcel-13.xlsx
さわら,900.0,1kg,1000,0,350,富山  韓国  他,令和4年4月19日（火）,suiexcel-13.xlsx
かれい,2099.0,1kg,4000,0,320,鳥取  青森  他,令和4年4月19日（火）,suiexcel-13.xlsx
養成はまち,652.0,1kg,1620,0,1260,徳島  愛媛  他,令和4年4月19日（火）,suiexcel-13.xlsx
養成かんぱち,1403.0,1kg,1782,0,1250,鹿児島  愛媛  他,令和4年4月19日（火）,suiexcel-13.xlsx
さけ,2510.0,1kg,2000,0,700,ｶﾅﾀﾞ  ﾉﾙｳｪｰ  他,令和4年4月19日（火）,suiexcel-13.xlsx
たこ,164.0,1kg,4000,0,800,岩手  兵庫  他,令和4年4月19日（火）,suiexcel-13.xlsx
はまぐり,255.0,1kg,3240,2000,864,千葉  中国  他,令和4年4月19日（火）,suiexcel-13.xlsx
しじみ,858.0,1kg,1360,0,648,島根  他,令和4年4月19日（火）,suiexcel-13.xlsx
あさり,1086.0,1kg,1650,0,432,中国  熊本  他,令和4年4月19日（火）,suiexcel-13.xlsx
ほたて貝,667.0,1kg,6220,0,324,北海道  他,令和4年4月19日（火）,suiexcel-13.xlsx
冷凍もんごいか,590.0,1kg,3240,3000,648,ﾓﾛｯｺ  ｵﾏｰﾝ  他,令和4年4月19日（火）,suiexcel-13.xlsx
冷凍たこ,50.0,1kg,2592,1944,648,ﾓﾛｯｺ  他,令和4年4月19日（火）,suiexcel-13.xlsx
冷凍えび,1704.0,1kg,4860,1458,648,ｲﾝﾄﾞ  他,令和4年4月19日（火）,suiexcel-13.xlsx
塩さば,4416.0,1kg,648,540,410,ﾉﾙｳｪｰ  千葉  他,令和4年4月19日（火）,suiexcel-13.xlsx
塩さけ,2314.0,1kg,1450,0,830,ﾁﾘ  他,令和4年4月19日（火）,suiexcel-13.xlsx
塩すけそうこ,387.0,1kg,4000,0,1090,大阪  他,令和4年4月19日（火）,suiexcel-13.xlsx
開干さんま,200.0,1kg,1944,0,1404,北海道  他,令和4年4月19日（火）,suiexcel-13.xlsx
開干あじ,222.0,1kg,1620,0,110,長崎  他,令和4年4月19日（火）,suiexcel-13.xlsx
若干かれい,276.0,1kg,1620,0,864,島根  他,令和4年4月19日（火）,suiexcel-13.xlsx
ちりめん,894.0,1kg,2310,0,648,大分  兵庫  他,令和4年4月19日（火）,suiexcel-13.xlsx
なまりぶし,59.0,1kg,1600,1080,950,静岡  他,令和4年4月19日（火）,suiexcel-13.xlsx
ほたるいか,1084.0,1kg,3250,0,460,富山  兵庫  他,令和4年4月19日（火）,suiexcel-13.xlsx
くろまぐろ,555.0,1kg,3294,3186,2200,長崎  他,令和4年4月21日（木）,suiexcel-14.xlsx
きわだ,1279.0,1kg,2320,1458,864,沖縄  三重  他,令和4年4月21日（木）,suiexcel-14.xlsx
あじ,3630.0,1kg,5500,0,200,山口  和歌山  他,令和4年4月21日（木）,suiexcel-14.xlsx
さば,2957.0,1kg,2000,0,200,三重  千葉  他,令和4年4月21日（木）,suiexcel-14.xlsx
まいわし,1329.0,1kg,270,0,162,鳥取  石川  他,令和4年4月21日（木）,suiexcel-14.xlsx
養成ぶり,214.0,1kg,1650,0,1080,熊本  愛媛  他,令和4年4月21日（木）,suiexcel-14.xlsx
かつお,2043.0,1kg,1600,0,324,鹿児島  宮崎  他,令和4年4月21日（木）,suiexcel-14.xlsx
養成まだい,5066.0,1kg,1350,0,540,愛媛  他,令和4年4月21日（木）,suiexcel-14.xlsx
さわら,2010.0,1kg,900,0,648,和歌山  韓国  他,令和4年4月21日（木）,suiexcel-14.xlsx
かれい,2968.0,1kg,7000,0,310,鳥取  青森  他,令和4年4月21日（木）,suiexcel-14.xlsx
養成はまち,750.0,1kg,1620,0,800,徳島  愛媛  他,令和4年4月21日（木）,suiexcel-14.xlsx
養成かんぱち,1194.0,1kg,4330,0,1250,愛媛  鹿児島  他,令和4年4月21日（木）,suiexcel-14.xlsx
さけ,1520.0,1kg,2052,0,1000,ｶﾅﾀﾞ  ﾉﾙｳｪｰ  他,令和4年4月21日（木）,suiexcel-14.xlsx
たこ,250.0,1kg,3000,0,1000,岩手  兵庫  他,令和4年4月21日（木）,suiexcel-14.xlsx
はまぐり,305.0,1kg,3240,0,600,千葉  中国  他,令和4年4月21日（木）,suiexcel-14.xlsx
しじみ,685.0,1kg,1300,0,648,島根  他,令和4年4月21日（木）,suiexcel-14.xlsx
あさり,1275.0,1kg,1620,0,378,中国  熊本  他,令和4年4月21日（木）,suiexcel-14.xlsx
ほたて貝,757.0,1kg,6220,0,324,北海道  他,令和4年4月21日（木）,suiexcel-14.xlsx
冷凍もんごいか,430.0,1kg,3240,1512,648,ﾓﾛｯｺ  他,令和4年4月21日（木）,suiexcel-14.xlsx
冷凍たこ,40.0,1kg,2592,1944,648,ﾓﾛｯｺ  他,令和4年4月21日（木）,suiexcel-14.xlsx
冷凍えび,1474.0,1kg,4860,1458,330,ｲﾝﾄﾞ  他,令和4年4月21日（木）,suiexcel-14.xlsx
塩さば,2740.0,1kg,1230,486,320,ﾉﾙｳｪｰ  千葉  他,令和4年4月21日（木）,suiexcel-14.xlsx
塩さけ,1114.0,1kg,1640,0,500,ﾁﾘ  他,令和4年4月21日（木）,suiexcel-14.xlsx
塩すけそうこ,1057.0,1kg,3200,1620,800,大阪  ｱﾒﾘｶ  他,令和4年4月21日（木）,suiexcel-14.xlsx
開干さんま,204.0,1kg,1944,1900,1404,北海道  他,令和4年4月21日（木）,suiexcel-14.xlsx
開干あじ,401.0,1kg,1620,0,620,長崎  他,令和4年4月21日（木）,suiexcel-14.xlsx
若干かれい,200.0,1kg,1620,0,864,島根  他,令和4年4月21日（木）,suiexcel-14.xlsx
ちりめん,534.0,1kg,2000,0,540,兵庫  大分  他,令和4年4月21日（木）,suiexcel-14.xlsx
なまりぶし,208.0,1kg,2400,0,920,静岡  他,令和4年4月21日（木）,suiexcel-14.xlsx
ほたるいか,1332.0,1kg,2500,0,430,兵庫  富山  他,令和4年4月21日（木）,suiexcel-14.xlsx
くろまぐろ,549.0,1kg,3294,3186,2900,長崎  他,令和4年4月22日（金）,suiexcel-15.xlsx
きわだ,1345.0,1kg,2320,1458,700,沖縄  三重  他,令和4年4月22日（金）,suiexcel-15.xlsx
あじ,1904.0,1kg,5500,0,170,長崎  和歌山  他,令和4年4月22日（金）,suiexcel-15.xlsx
さば,1062.0,1kg,2000,0,200,千葉  和歌山  他,令和4年4月22日（金）,suiexcel-15.xlsx
まいわし,1730.0,1kg,220,0,108,鳥取  石川  他,令和4年4月22日（金）,suiexcel-15.xlsx
養成ぶり,185.0,1kg,1650,0,1080,熊本  愛媛  他,令和4年4月22日（金）,suiexcel-15.xlsx
かつお,1843.0,1kg,1520,0,330,鹿児島  宮崎  他,令和4年4月22日（金）,suiexcel-15.xlsx
